Event count,COPLNT_YR,COPLNT_MON,COPLNT_DAY,COPLNT_1R_DT,COPLNT_1R_TM,Crime type,age,race,sex,Zone,Latitude,Longitude,BORO_N0,PRE0_TYP_DESC,KY_CD,PD_CD
1,2013,1,2,01/02/2013,5,6,3,1,0,2,40.82988214,-73.9367581,MANHATTAN,RESIDENCE - PUBLIC HOUSING,235,511
1,2013,1,2,01/02/2013,5,2,3,3,0,6,40.68979733,-73.97751865,BROOKLYN,HOSPITAL,578,638
1,2013,1,2,01/02/2013,5,2,2,3,0,4,40.755789,-74.00198666,MANHATTAN,STREET,578,638
1,2013,1,2,01/02/2013,5,3,2,3,1,2,40.8483956,-73.93259467,MANHATTAN,RESIDENCE - APT. HOUSE,344,101
1,2013,1,2,01/02/2013,5,3,3,3,1,2,40.81860066,-73.95246318,MANHATTAN,RESIDENCE - APT. HOUSE,344,101
1,2013,1,2,01/02/2013,5,2,2,3,1,2,40.82065251,-73.95636013,MANHATTAN,RESIDENCE - APT. HOUSE,578,638
1,2013,1,2,01/02/2013,5,9,2,3,1,6,40.70818791,-73.9597016,BROOKLYN,RESIDENCE - PUBLIC HOUSING,126,198
1,2013,1,2,01/02/2013,5,4,3,1,1,3,40.7986333,-73.94162037,MANHATTAN,TRANSIT - NYC SUBWAY,343,475
1,2013,1,2,01/02/2013,5,8,2,1,1,2,40.81874277,-73.94491575,MANHATTAN,BEAUTY & NAIL SALON,351,258
3,2013,1,2,01/02/2013,4,4,2,1,1,5,40.73503562,-73.99123677,MANHATTAN,CHAIN STORE,341,333
1,2013,1,2,01/02/2013,4,3,1,3,0,6,40.70502402,-74.01297844,MANHATTAN,PUBLIC SCHOOL,344,101
1,2013,1,2,01/02/2013,4,2,3,1,1,3,40.81005831,-73.92514495,BRONX,STREET,578,638
1,2013,1,2,01/02/2013,4,4,2,3,1,5,40.72039542,-74.00104403,MANHATTAN,CLOTHING/BOUTIQUE,341,333
1,2013,1,2,01/02/2013,4,6,3,2,0,5,40.73756233,-73.98115072,MANHATTAN,STREET,117,515
2,2013,1,2,01/02/2013,4,4,2,3,1,4,40.75093623,-74.00404377,MANHATTAN,STREET,109,421
2,2013,1,2,01/02/2013,4,4,2,1,1,3,40.79362742,-73.97240579,MANHATTAN,CHAIN STORE,341,333
1,2013,1,2,01/02/2013,4,3,1,1,1,3,40.81229693,-73.92350234,BRONX,RESIDENCE - PUBLIC HOUSING,118,793
1,2013,1,2,01/02/2013,4,2,2,1,1,4,40.77216335,-73.9543701,MANHATTAN,RESIDENCE - APT. HOUSE,578,637
1,2013,1,2,01/02/2013,4,8,1,1,1,2,40.83960238,-73.93901847,MANHATTAN,HOSPITAL,361,639
1,2013,1,2,01/02/2013,4,3,3,3,1,6,40.70132337,-73.98179571,BROOKLYN,RESIDENCE - PUBLIC HOUSING,106,109
1,2013,1,2,01/02/2013,4,2,2,1,0,1,40.86663854,-73.93074312,MANHATTAN,RESIDENCE - APT. HOUSE,578,638
1,2013,1,2,01/02/2013,4,8,3,1,0,5,40.71780114,-74.01061086,MANHATTAN,RESIDENCE - APT. HOUSE,361,639
1,2013,1,2,01/02/2013,4,6,1,3,1,1,40.86702676,-73.91991426,MANHATTAN,RESIDENCE - APT. HOUSE,235,567
1,2013,1,2,01/02/2013,4,4,2,3,1,3,40.80747336,-73.94579563,MANHATTAN,RESTAURANT/DINER,109,438
1,2013,1,2,01/02/2013,4,4,2,3,1,6,40.6943809,-73.9765182,BROOKLYN,OTHER,109,438
1,2013,1,2,01/02/2013,4,4,3,1,0,5,40.7459902,-73.99613266,MANHATTAN,RESIDENCE - APT. HOUSE,109,438
1,2013,1,2,01/02/2013,4,4,3,1,0,3,40.814362,-73.9444967,MANHATTAN,RESIDENCE - APT. HOUSE,341,338
1,2013,1,2,01/02/2013,4,2,1,3,0,2,40.84655935,-73.92371234,BRONX,RESIDENCE - APT. HOUSE,578,637
1,2013,1,2,01/02/2013,4,2,3,1,0,5,40.74193608,-73.99351297,MANHATTAN,CHAIN STORE,578,638
1,2013,1,2,01/02/2013,4,8,2,3,1,3,40.80911538,-73.92288828,BRONX,STREET,361,639
1,2013,1,2,01/02/2013,3,8,3,1,0,5,40.74438116,-73.98752203,MANHATTAN,RESTAURANT/DINER,361,639
1,2013,1,2,01/02/2013,3,7,2,1,1,3,40.8124861,-73.94195864,MANHATTAN,GROCERY/BODEGA,340,718
1,2013,1,2,01/02/2013,3,4,2,3,1,3,40.78577798,-73.97455765,MANHATTAN,SHOE,341,338
1,2013,1,2,01/02/2013,3,3,1,3,0,1,40.86045297,-73.92787552,MANHATTAN,RESIDENCE - APT. HOUSE,344,101
1,2013,1,2,01/02/2013,3,2,2,3,1,2,40.82711561,-73.94803075,MANHATTAN,RESIDENCE - APT. HOUSE,578,638
1,2013,1,2,01/02/2013,2,4,3,2,0,4,40.76209175,-73.97882989,MANHATTAN,STREET,341,321
1,2013,1,2,01/02/2013,2,4,3,1,0,2,40.83198204,-73.92349055,BRONX,STREET,341,357
1,2013,1,2,01/02/2013,2,3,2,3,1,6,40.69586403,-73.98182245,BROOKLYN,RESIDENCE - APT. HOUSE,106,109
1,2013,1,2,01/02/2013,2,6,2,3,0,3,40.81173175,-73.928127,BRONX,STREET,235,569
1,2013,1,2,01/02/2013,1,9,2,3,1,4,40.76140476,-73.99967657,MANHATTAN,RESIDENCE - APT. HOUSE,126,198
1,2013,1,2,01/02/2013,1,4,1,3,0,4,40.75564868,-73.99095252,MANHATTAN,BANK,352,203
1,2013,1,2,01/02/2013,1,4,2,1,1,4,40.76110162,-73.98326299,MANHATTAN,STREET,341,301
1,2013,1,2,01/02/2013,1,3,1,3,0,3,40.8120449,-73.9285421,BRONX,STREET,118,793
1,2013,1,2,01/02/2013,1,6,2,1,0,5,40.72308563,-73.97647923,MANHATTAN,STREET,235,511
1,2013,1,2,01/02/2013,1,3,3,3,1,2,40.83667571,-73.92379956,BRONX,STREET,344,101
1,2013,1,2,01/02/2013,1,4,1,1,1,4,40.76005092,-73.93714206,QUEENS,RESIDENCE - PUBLIC HOUSING,352,205
1,2013,1,2,01/02/2013,1,4,2,3,1,5,40.74071565,-73.9788475,MANHATTAN,RESTAURANT/DINER,107,214
1,2013,1,2,01/02/2013,3,7,3,2,1,4,40.7486345,-73.94594817,QUEENS,COMMERCIAL BUILDING,112,739
1,2013,1,2,01/02/2013,4,7,3,1,0,3,40.80760489,-73.96698157,MANHATTAN,COMMERCIAL BUILDING,112,739
1,2013,1,2,01/02/2013,1,7,3,1,1,5,40.72187752,-74.00420434,MANHATTAN,COMMERCIAL BUILDING,113,729
1,2013,1,2,01/02/2013,5,8,3,3,0,6,40.71060755,-74.00369504,MANHATTAN,COMMERCIAL BUILDING,361,639
1,2013,1,2,01/02/2013,5,4,2,1,0,6,40.70644088,-74.00640352,MANHATTAN,COMMERCIAL BUILDING,341,338
1,2013,1,2,01/02/2013,4,4,3,3,0,6,40.70368491,-74.00966727,MANHATTAN,COMMERCIAL BUILDING,109,401
1,2013,1,2,01/02/2013,7,3,2,2,1,3,40.80959684,-73.9497856,MANHATTAN,COMMERCIAL BUILDING,106,109
1,2013,1,2,01/02/2013,6,8,3,1,1,4,40.75489069,-73.97144729,MANHATTAN,COMMERCIAL BUILDING,361,639
2,2013,1,2,01/02/2013,6,4,2,2,1,5,40.7298831,-73.98518671,MANHATTAN,COMMERCIAL BUILDING,105,399
1,2013,1,2,01/02/2013,4,8,3,1,1,4,40.76068323,-73.9764443,MANHATTAN,COMMERCIAL BUILDING,361,639
1,2013,1,2,01/02/2013,4,8,1,1,1,4,40.75350226,-73.99066406,MANHATTAN,COMMERCIAL BUILDING,361,639
1,2013,1,2,01/02/2013,4,2,2,2,1,5,40.71454253,-74.0156713,MANHATTAN,COMMERCIAL BUILDING,578,638
1,2013,1,2,01/02/2013,1,5,3,2,1,5,40.71668713,-74.00539084,MANHATTAN,COMMERCIAL BUILDING,114,263
1,2013,1,2,01/02/2013,4,4,2,2,1,4,40.76004854,-73.99146089,MANHATTAN,COMMERCIAL BUILDING,109,407
1,2013,1,2,01/02/2013,5,7,3,2,1,4,40.75279713,-73.99488345,MANHATTAN,PUBLIC BUILDING,112,739
3,2013,1,2,01/02/2013,4,4,2,1,0,4,40.77352983,-73.95337268,MANHATTAN,RESIDENCE - APT. HOUSE,341,338
1,2013,1,2,01/02/2013,8,4,3,1,0,4,40.76382147,-73.98195191,MANHATTAN,RESTAURANT/DINER,341,338
1,2013,1,2,01/02/2013,8,4,1,1,1,5,40.74223785,-73.99119252,MANHATTAN,DRUG STORE,341,333
1,2013,1,2,01/02/2013,6,9,2,3,1,5,40.71634415,-74.00125319,MANHATTAN,RESIDENCE-HOUSE,364,848
1,2013,1,2,01/02/2013,7,4,2,1,1,2,40.83502621,-73.92819941,BRONX,DEPARTMENT STORE,341,333
1,2013,1,2,01/02/2013,6,4,1,1,1,6,40.71009385,-74.01060963,MANHATTAN,DEPARTMENT STORE,341,333
1,2013,1,2,01/02/2013,6,4,1,2,1,4,40.75823237,-73.97743059,MANHATTAN,DEPARTMENT STORE,341,333
1,2013,1,2,01/02/2013,6,4,3,3,0,4,40.75823237,-73.97743059,MANHATTAN,DEPARTMENT STORE,341,333
1,2013,1,2,01/02/2013,5,4,3,2,1,5,40.74223785,-73.99119252,MANHATTAN,DEPARTMENT STORE,232,490
1,2013,1,2,01/02/2013,4,4,1,3,1,6,40.71009385,-74.01060963,MANHATTAN,DEPARTMENT STORE,107,211
1,2013,1,2,01/02/2013,4,4,2,1,1,6,40.71009385,-74.01060963,MANHATTAN,DEPARTMENT STORE,341,333
1,2013,1,2,01/02/2013,4,7,3,2,1,5,40.71696446,-73.99817612,MANHATTAN,DOCTOR/DENTIST OFFICE,113,729
1,2013,1,2,01/02/2013,5,4,2,3,1,4,40.76414873,-73.98661223,MANHATTAN,DOCTOR/DENTIST OFFICE,341,338
1,2013,1,2,01/02/2013,6,4,3,3,0,6,40.68827311,-73.99130421,BROOKLYN,GYM/FITNESS FACILITY,109,438
1,2013,1,2,01/02/2013,8,3,3,1,1,4,40.76055288,-73.96129791,MANHATTAN,SMALL MERCHANT,344,101
1,2013,1,2,01/02/2013,6,7,3,2,1,5,40.71965981,-74.00224532,MANHATTAN,SMALL MERCHANT,358,705
1,2013,1,2,01/02/2013,5,7,2,3,1,5,40.71965981,-74.00224532,MANHATTAN,SMALL MERCHANT,358,705
1,2013,1,2,01/02/2013,3,4,3,3,1,3,40.81041874,-73.9309389,BRONX,STORAGE FACILITY,341,338
1,2013,1,2,01/02/2013,6,4,2,3,0,5,40.72181718,-74.00259173,MANHATTAN,STORE UNCLASSIFIED,341,338
1,2013,1,2,01/02/2013,7,8,2,1,1,6,40.69022664,-73.98425437,BROOKLYN,TELECOMM. STORE,351,259
1,2013,1,2,01/02/2013,6,4,2,1,1,4,40.75664456,-73.98628528,MANHATTAN,TELECOMM. STORE,341,333
1,2013,1,2,01/02/2013,4,4,2,1,1,4,40.76359207,-73.96363536,MANHATTAN,RESIDENCE - APT. HOUSE,109,412
1,2013,1,2,01/02/2013,4,4,1,3,0,6,40.69491214,-73.98565607,BROOKLYN,,341,321
1,2013,1,2,01/02/2013,3,4,1,1,1,6,40.6948965,-73.99601662,BROOKLYN,OTHER,109,438
1,2013,1,3,01/03/2013,7,4,1,1,1,4,40.75111205,-73.97524942,MANHATTAN,FAST FOOD,341,338
2,2013,1,3,01/03/2013,5,4,2,3,1,4,40.7481137,-73.98480371,MANHATTAN,FAST FOOD,109,401
2,2013,1,3,01/03/2013,4,4,3,2,1,5,40.73111902,-73.99364391,MANHATTAN,FAST FOOD,109,438
1,2013,1,3,01/03/2013,3,5,3,3,0,4,40.78038838,-73.94584296,MANHATTAN,RESIDENCE - PUBLIC HOUSING,114,263
1,2013,1,3,01/03/2013,5,7,3,1,0,4,40.7593104,-73.99470607,MANHATTAN,RESIDENCE - APT. HOUSE,112,739
1,2013,1,3,01/03/2013,7,3,2,1,0,6,40.70382454,-74.01315133,MANHATTAN,FERRY/FERRY TERMINAL,236,782
1,2013,1,3,01/03/2013,8,4,2,1,0,4,40.77594229,-73.98225913,MANHATTAN,FOOD SUPERMARKET,341,333
3,2013,1,3,01/03/2013,7,4,2,1,1,5,40.73489554,-73.98995943,MANHATTAN,FOOD SUPERMARKET,341,333
1,2013,1,3,01/03/2013,6,4,3,2,0,3,40.79451509,-73.96632353,MANHATTAN,FOOD SUPERMARKET,341,338
1,2013,1,3,01/03/2013,4,4,3,3,0,2,40.83178613,-73.93052284,BRONX,RESIDENCE - APT. HOUSE,341,338
1,2013,1,3,01/03/2013,5,7,2,3,0,1,40.86731342,-73.91773014,MANHATTAN,RESIDENCE - APT. HOUSE,112,739
1,2013,1,3,01/03/2013,2,4,3,3,1,3,40.79848316,-73.94914747,MANHATTAN,RESIDENCE - PUBLIC HOUSING,109,405
1,2013,1,3,01/03/2013,4,4,3,1,0,6,40.68470242,-74.00409744,BROOKLYN,RESIDENCE-HOUSE,109,432
1,2013,1,3,01/03/2013,5,4,3,1,0,4,40.76387372,-73.96042599,MANHATTAN,RESIDENCE - APT. HOUSE,109,405
1,2013,1,3,01/03/2013,1,4,2,1,0,4,40.77877371,-73.97595045,MANHATTAN,RESIDENCE - APT. HOUSE,109,438
2,2013,1,3,01/03/2013,1,4,3,3,0,2,40.81850401,-73.93950386,MANHATTAN,RESIDENCE - APT. HOUSE,341,338
1,2013,1,3,01/03/2013,7,2,2,1,0,3,40.80069433,-73.94110929,MANHATTAN,RESIDENCE - APT. HOUSE,578,638
1,2013,1,3,01/03/2013,5,4,3,3,1,5,40.74126644,-74.00505361,MANHATTAN,RESTAURANT/DINER,109,438
1,2013,1,3,01/03/2013,6,4,1,3,0,3,40.7933236,-73.93892362,MANHATTAN,OTHER,341,338
1,2013,1,3,01/03/2013,6,3,3,1,0,5,40.72045033,-73.97491448,MANHATTAN,RESIDENCE - PUBLIC HOUSING,344,101
1,2013,1,3,01/03/2013,5,7,1,1,1,3,40.80938205,-73.92352737,BRONX,RESIDENCE - APT. HOUSE,112,739
2,2013,1,3,01/03/2013,6,4,2,1,1,6,40.69271257,-73.97905746,BROOKLYN,RESIDENCE - APT. HOUSE,109,438
1,2013,1,3,01/03/2013,1,5,1,1,1,5,40.71767878,-73.97811169,MANHATTAN,RESIDENCE - PUBLIC HOUSING,114,263
1,2013,1,3,01/03/2013,2,8,2,1,0,1,40.85164912,-73.92973939,MANHATTAN,RESIDENCE - APT. HOUSE,361,639
1,2013,1,3,01/03/2013,3,4,1,1,0,6,40.68101338,-73.99434453,BROOKLYN,STREET,341,343
1,2013,1,3,01/03/2013,4,4,1,3,0,4,40.76414873,-73.98661223,MANHATTAN,PUBLIC SCHOOL,341,338
1,2013,1,3,01/03/2013,5,2,1,1,1,3,40.79395166,-73.94926289,MANHATTAN,PUBLIC SCHOOL,578,637
2,2013,1,3,01/03/2013,7,4,2,3,1,3,40.79908632,-73.94761921,MANHATTAN,RESIDENCE - PUBLIC HOUSING,341,338
1,2013,1,3,01/03/2013,6,4,3,3,1,6,40.69105857,-73.98633122,BROOKLYN,RESIDENCE - APT. HOUSE,341,338
1,2013,1,3,01/03/2013,7,8,2,3,1,5,40.73307291,-73.98877621,MANHATTAN,RESIDENCE - APT. HOUSE,361,639
1,2013,1,3,01/03/2013,2,4,1,1,1,5,40.73420403,-74.00782786,MANHATTAN,RESTAURANT/DINER,107,213
1,2013,1,3,01/03/2013,7,4,2,3,0,4,40.77396895,-73.96061496,MANHATTAN,HOSPITAL,107,213
1,2013,1,3,01/03/2013,1,8,2,1,0,3,40.80067124,-73.94435641,MANHATTAN,GROCERY/BODEGA,351,258
1,2013,1,3,01/03/2013,8,8,2,2,0,5,40.74007215,-73.99005248,MANHATTAN,BAR/NIGHT CLUB,361,639
2,2013,1,3,01/03/2013,7,4,3,1,0,5,40.73422613,-74.00540669,MANHATTAN,OTHER,107,214
1,2013,1,3,01/03/2013,5,2,1,3,1,4,40.76406416,-73.99224373,MANHATTAN,PUBLIC SCHOOL,578,637
1,2013,1,3,01/03/2013,8,8,1,1,0,3,40.81300853,-73.95654577,MANHATTAN,RESIDENCE - PUBLIC HOUSING,361,639
1,2013,1,3,01/03/2013,7,4,2,1,1,1,40.85240128,-73.93460401,MANHATTAN,CHAIN STORE,341,333
1,2013,1,3,01/03/2013,5,4,3,1,1,6,40.68137298,-73.99527831,BROOKLYN,STREET,110,441
2,2013,1,3,01/03/2013,4,4,3,1,0,5,40.72025522,-74.00709028,MANHATTAN,CONSTRUCTION SITE,341,338
2,2013,1,3,01/03/2013,3,4,3,1,0,3,40.79113331,-73.97622045,MANHATTAN,RESIDENCE - APT. HOUSE,109,403
1,2013,1,3,01/03/2013,7,4,2,3,0,6,40.68809228,-74.00122742,BROOKLYN,STREET,341,357
1,2013,1,3,01/03/2013,4,3,3,3,0,2,40.8209643,-73.94147794,MANHATTAN,RESIDENCE - PUBLIC HOUSING,106,109
1,2013,1,3,01/03/2013,7,2,3,1,0,2,40.82573487,-73.92319061,BRONX,STREET,578,638
2,2013,1,3,01/03/2013,6,4,2,1,1,5,40.7335373,-73.99754061,MANHATTAN,RESIDENCE - APT. HOUSE,341,338
4,2013,1,3,01/03/2013,5,4,2,1,1,5,40.74625101,-73.99965138,MANHATTAN,RESIDENCE - APT. HOUSE,109,403
1,2013,1,3,01/03/2013,5,8,2,2,1,2,40.8210254,-73.93760474,MANHATTAN,STREET,351,254
1,2013,1,3,01/03/2013,1,4,1,1,1,5,40.73420403,-74.00782786,MANHATTAN,RESTAURANT/DINER,109,438
1,2013,1,3,01/03/2013,8,4,3,1,1,4,40.74911077,-73.99200727,MANHATTAN,STREET,109,439
1,2013,1,3,01/03/2013,7,8,2,1,0,4,40.77931023,-73.98326924,MANHATTAN,STREET,351,258
1,2013,1,3,01/03/2013,7,8,1,3,1,4,40.77798161,-73.98215749,MANHATTAN,STREET,351,258
1,2013,1,3,01/03/2013,5,8,3,1,0,5,40.72541278,-74.00369586,MANHATTAN,RESTAURANT/DINER,361,639
1,2013,1,3,01/03/2013,5,4,2,1,1,2,40.84585672,-73.93255026,MANHATTAN,RESIDENCE - APT. HOUSE,109,438
3,2013,1,3,01/03/2013,5,4,3,1,1,5,40.73613577,-73.9861632,MANHATTAN,RESIDENCE - APT. HOUSE,109,438
1,2013,1,3,01/03/2013,4,4,2,1,1,5,40.71634415,-74.00125319,MANHATTAN,OTHER,341,303
1,2013,1,3,01/03/2013,6,4,2,1,1,3,40.78521728,-73.97125373,MANHATTAN,RESIDENCE - APT. HOUSE,341,338
1,2013,1,3,01/03/2013,6,4,2,3,0,1,40.86628597,-73.92030562,MANHATTAN,DRUG STORE,341,338
3,2013,1,3,01/03/2013,8,4,2,1,0,5,40.73860123,-73.99383806,MANHATTAN,BAR/NIGHT CLUB,341,338
1,2013,1,3,01/03/2013,8,3,2,3,1,3,40.81139312,-73.92231487,BRONX,RESIDENCE - PUBLIC HOUSING,344,101
1,2013,1,3,01/03/2013,7,2,1,2,1,3,40.81485029,-73.95668185,MANHATTAN,RESIDENCE - APT. HOUSE,104,157
2,2013,1,3,01/03/2013,7,4,2,1,0,3,40.81039602,-73.92531075,BRONX,RESIDENCE - APT. HOUSE,341,338
1,2013,1,3,01/03/2013,6,7,2,1,1,4,40.76297132,-73.97186979,MANHATTAN,STREET,340,707
1,2013,1,3,01/03/2013,6,8,2,3,1,2,40.83294176,-73.93543259,MANHATTAN,RESIDENCE - PUBLIC HOUSING,361,639
1,2013,1,3,01/03/2013,5,3,2,1,0,5,40.71619591,-73.99749075,MANHATTAN,PUBLIC BUILDING,236,782
1,2013,1,3,01/03/2013,5,2,2,3,1,6,40.69520561,-73.98398274,BROOKLYN,PUBLIC SCHOOL,578,638
1,2013,1,3,01/03/2013,5,2,3,1,1,5,40.72351435,-73.97928228,MANHATTAN,STREET,578,638
1,2013,1,3,01/03/2013,5,2,2,1,0,4,40.7516067,-73.93968372,QUEENS,STREET,578,638
1,2013,1,3,01/03/2013,4,8,3,1,0,4,40.77379337,-73.93628063,QUEENS,RESIDENCE - PUBLIC HOUSING,351,256
1,2013,1,3,01/03/2013,3,3,1,3,0,3,40.80032103,-73.94671888,MANHATTAN,RESIDENCE - APT. HOUSE,236,782
2,2013,1,3,01/03/2013,8,6,3,1,1,3,40.81186236,-73.93550001,MANHATTAN,RESIDENCE - PUBLIC HOUSING,235,511
1,2013,1,3,01/03/2013,8,6,3,1,0,2,40.83263377,-73.92536528,BRONX,PARK/PLAYGROUND,235,511
1,2013,1,3,01/03/2013,8,4,3,1,1,2,40.81806387,-73.95541165,MANHATTAN,RESIDENCE - PUBLIC HOUSING,352,205
1,2013,1,3,01/03/2013,8,6,1,1,1,4,40.75535759,-73.98931026,MANHATTAN,STREET,235,567
1,2013,1,3,01/03/2013,8,4,2,1,1,3,40.79213089,-73.93617279,MANHATTAN,RESIDENCE - APT. HOUSE,341,338
1,2013,1,3,01/03/2013,8,3,2,1,1,2,40.83885866,-73.9446425,MANHATTAN,RESIDENCE - APT. HOUSE,344,113
1,2013,1,3,01/03/2013,8,2,2,1,1,6,40.69380792,-73.98012092,BROOKLYN,RESIDENCE - PUBLIC HOUSING,578,638
1,2013,1,3,01/03/2013,8,3,3,3,1,3,40.80164319,-73.96645357,MANHATTAN,RESIDENCE - APT. HOUSE,344,101
1,2013,1,3,01/03/2013,8,8,1,1,1,5,40.74071999,-74.0090267,MANHATTAN,STREET,355,115
1,2013,1,3,01/03/2013,8,9,3,3,1,3,40.81472921,-73.94920009,MANHATTAN,RESIDENCE - APT. HOUSE,126,198
2,2013,1,3,01/03/2013,8,4,1,1,0,1,40.85022332,-73.9321663,MANHATTAN,OTHER,341,338
1,2013,1,3,01/03/2013,8,4,2,1,0,6,40.68533217,-73.98070396,BROOKLYN,BAR/NIGHT CLUB,341,301
1,2013,1,3,01/03/2013,8,4,3,1,0,5,40.71905593,-74.00345742,MANHATTAN,RESIDENCE - APT. HOUSE,352,205
1,2013,1,3,01/03/2013,8,8,2,3,1,4,40.76481358,-73.99402335,MANHATTAN,RESIDENCE - APT. HOUSE,361,639
1,2013,1,3,01/03/2013,8,8,2,2,0,2,40.81570061,-73.94867911,MANHATTAN,STREET,351,254
1,2013,1,3,01/03/2013,8,6,2,2,0,6,40.7010164,-73.98479641,BROOKLYN,RESIDENCE - PUBLIC HOUSING,117,501
1,2013,1,3,01/03/2013,8,8,3,1,0,4,40.76387372,-73.96042599,MANHATTAN,PUBLIC BUILDING,351,259
1,2013,1,3,01/03/2013,8,3,3,1,1,3,40.78945773,-73.94174398,MANHATTAN,RESIDENCE - APT. HOUSE,106,109
1,2013,1,3,01/03/2013,7,8,2,3,0,3,40.81275557,-73.93763778,MANHATTAN,STREET,351,254
2,2013,1,3,01/03/2013,7,3,1,3,1,3,40.8066179,-73.93676576,MANHATTAN,OTHER,344,101
1,2013,1,3,01/03/2013,7,4,3,1,1,1,40.86988467,-73.9208979,MANHATTAN,STREET,341,321
1,2013,1,3,01/03/2013,7,8,3,1,1,2,40.84389288,-73.93493404,MANHATTAN,RESIDENCE - APT. HOUSE,359,749
1,2013,1,3,01/03/2013,7,2,3,3,1,2,40.82655623,-73.93801869,MANHATTAN,RESIDENCE - PUBLIC HOUSING,578,638
1,2013,1,3,01/03/2013,7,2,3,1,1,2,40.82649002,-73.94849013,MANHATTAN,RESIDENCE - APT. HOUSE,578,637
1,2013,1,3,01/03/2013,7,3,2,1,1,4,40.77880502,-73.98205978,MANHATTAN,TRANSIT - NYC SUBWAY,344,101
1,2013,1,3,01/03/2013,7,4,2,3,1,6,40.71307897,-73.95941728,BROOKLYN,STREET,341,321
3,2013,1,3,01/03/2013,7,8,2,1,1,2,40.81570061,-73.94867911,MANHATTAN,STREET,351,254
1,2013,1,3,01/03/2013,7,4,1,1,0,2,40.83876833,-73.93966252,MANHATTAN,STREET,341,338
1,2013,1,3,01/03/2013,6,4,1,2,1,4,40.75889507,-73.98483735,MANHATTAN,VARIETY STORE,341,338
1,2013,1,3,01/03/2013,6,2,3,3,0,3,40.78375346,-73.94590883,MANHATTAN,PUBLIC SCHOOL,578,637
1,2013,1,3,01/03/2013,5,2,2,1,1,2,40.83791677,-73.93834421,MANHATTAN,STREET,578,638
1,2013,1,3,01/03/2013,5,8,2,1,1,2,40.81889586,-73.92876597,BRONX,RESIDENCE - APT. HOUSE,361,639
1,2013,1,3,01/03/2013,5,4,2,1,0,3,40.80002795,-73.9716916,MANHATTAN,STREET,341,321
1,2013,1,3,01/03/2013,5,3,2,3,0,4,40.77379337,-73.93628063,QUEENS,RESIDENCE - PUBLIC HOUSING,106,109
1,2013,1,3,01/03/2013,5,2,3,3,1,3,40.80069433,-73.94110929,MANHATTAN,RESIDENCE - APT. HOUSE,104,157
1,2013,1,3,01/03/2013,5,3,2,1,0,6,40.71371933,-73.9860885,MANHATTAN,PUBLIC SCHOOL,236,782
2,2013,1,3,01/03/2013,5,4,1,1,1,3,40.80735219,-73.93947426,MANHATTAN,PUBLIC SCHOOL,360,661
1,2013,1,3,01/03/2013,4,4,2,1,1,1,40.85613779,-73.93632827,MANHATTAN,RESIDENCE - APT. HOUSE,107,221
1,2013,1,3,01/03/2013,4,8,2,3,1,2,40.81570061,-73.94867911,MANHATTAN,STREET,351,254
1,2013,1,3,01/03/2013,4,2,3,3,0,3,40.80033426,-73.94565697,MANHATTAN,RESIDENCE - APT. HOUSE,578,638
1,2013,1,3,01/03/2013,3,8,1,3,1,5,40.71863601,-74.0025411,MANHATTAN,STREET,351,258
1,2013,1,3,01/03/2013,3,4,2,1,1,5,40.72705694,-74.0018956,MANHATTAN,RESIDENCE - APT. HOUSE,107,224
1,2013,1,3,01/03/2013,3,8,3,3,1,3,40.79950882,-73.95359648,MANHATTAN,RESIDENCE - APT. HOUSE,361,639
1,2013,1,3,01/03/2013,2,8,2,3,1,3,40.81304537,-73.94626073,MANHATTAN,RESIDENCE - APT. HOUSE,361,639
1,2013,1,3,01/03/2013,1,3,2,1,1,5,40.74104964,-73.99601386,MANHATTAN,RESIDENCE - APT. HOUSE,106,105
1,2013,1,3,01/03/2013,1,8,3,1,0,2,40.81570061,-73.94867911,MANHATTAN,STREET,351,254
1,2013,1,3,01/03/2013,8,4,1,2,1,4,40.76141449,-73.98303549,MANHATTAN,RESTAURANT/DINER,341,338
1,2013,1,3,01/03/2013,8,4,2,3,1,3,40.81079991,-73.9350567,MANHATTAN,RESIDENCE - PUBLIC HOUSING,352,205
1,2013,1,3,01/03/2013,8,7,1,3,1,2,40.83867614,-73.93665216,MANHATTAN,STREET,113,729
1,2013,1,3,01/03/2013,8,6,2,1,0,2,40.82127121,-73.94608067,MANHATTAN,PARK/PLAYGROUND,235,567
1,2013,1,3,01/03/2013,8,9,2,3,1,4,40.76339149,-73.93752516,QUEENS,RESIDENCE - PUBLIC HOUSING,126,199
2,2013,1,3,01/03/2013,8,4,2,1,1,5,40.73273843,-73.99381695,MANHATTAN,STREET,109,419
2,2013,1,3,01/03/2013,8,4,2,1,0,3,40.80023233,-73.93939766,MANHATTAN,STREET,105,386
1,2013,1,3,01/03/2013,8,8,2,1,1,3,40.79578014,-73.96540193,MANHATTAN,RESIDENCE - PUBLIC HOUSING,351,259
1,2013,1,3,01/03/2013,8,6,3,3,1,3,40.8072407,-73.93630641,MANHATTAN,RESIDENCE - PUBLIC HOUSING,235,511
1,2013,1,3,01/03/2013,8,8,2,1,1,5,40.74104964,-73.99601386,MANHATTAN,RESIDENCE - APT. HOUSE,361,639
1,2013,1,3,01/03/2013,8,2,2,3,1,3,40.81194737,-73.95941841,MANHATTAN,RESIDENCE - APT. HOUSE,578,637
